Company;Employees;City;Foundation;Rating;Private;Easy apply;Sector;Job Skills;Street Address;Nif;Men; Women 
Areon Impex;481;San Antonio;9/2/07;3.22;false;true;Consumer_Services;Work Under Pressure:Self-motivation:Teamwork;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
UPC;787;Bournemouth;12/3/20;0.81;false;false;Finance;Adaptability:Work Under Pressure:Time Management;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
Global Print;551;Alajuela;17/11/04;2.89;false;true;Media;Conflict Resolution:Communication:Learning;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
BuzzFeed;881;New Haven;1/10/20;3.58;true;true;Information_Technology;Time Management:Time Management:Learning;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Erickson;108;Kincardine;5/2/06;1.12;true;true;Tourism;Learning:Time Management:Communication;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Danone;205;Miramichi;6/10/11;3.35;false;false;Consumer_Services;Self-motivation:Decision Making:Time Management;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Vodafone;447;Chongqing;14/9/16;1.21;false;true;Finance;Self-motivation:Communication:Conflict Resolution;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Comodo;837;Florencia;15/3/16;3.86;true;true;Media;Time Management:Teamwork:Work Under Pressure;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
CarMax;88;Gravelbourg;26/7/09;3.32;false;true;Information_Technology;Time Management:Work Under Pressure:Communication;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Apple Inc.;150;Barranca;7/11/07;4.1;false;true;Tourism;Communication:Teamwork:Self-motivation;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
ExxonMobil;990;Santa Fiora;25/3/13;2.57;false;false;Consumer_Services;Communication:Learning:Adaptability;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Vodafone;277;Yunnan;3/5/20;4.53;false;false;Finance;Adaptability:Leadership:Decision Making;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
UPC;933;Rome;10/12/12;4.19;true;false;Media;Communication:Conflict Resolution:Adaptability;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
Coca-Cola Company;286;Cartagena;1/11/12;0.19;true;false;Information_Technology;Adaptability:Learning:Decision Making;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Metro Cash&Carry;523;Winterswijk;23/8/20;3.58;false;true;Tourism;Time Management:Self-motivation:Work Under Pressure;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
CarMax;653;Heredia;25/7/18;0.27;true;false;Consumer_Services;Conflict Resolution:Leadership:Decision Making;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Demaco;247;Oevel;30/1/12;3.78;true;true;Finance;Adaptability:Work Under Pressure:Conflict Resolution;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Apple Inc.;803;Montese;29/4/12;0.14;false;true;Media;Work Under Pressure:Work Under Pressure:Teamwork;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
ENEL;457;Patos;22/2/07;2.23;false;true;Information_Technology;Self-motivation:Leadership:Conflict Resolution;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
ENEL;245;Rome;13/3/15;3.62;true;true;Tourism;Adaptability:Communication:Teamwork;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Apple Inc.;459;Mariakerke;30/5/06;1.3;false;true;Consumer_Services;Decision Making:Learning:Communication;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Vodafone;263;Lelystad;24/7/13;3.92;true;false;Finance;Time Management:Decision Making:Decision Making;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Boeing;383;Stirling;23/5/13;1.62;true;true;Media;Learning:Learning:Conflict Resolution;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Mars;774;Jerez de la Frontera;9/7/20;2.67;false;false;Information_Technology;Work Under Pressure:Leadership:Time Management;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Biolife Grup;638;Inverness;17/1/17;2.15;true;true;Tourism;Time Management:Decision Making:Leadership;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
DynCorp;61;Berlin;8/2/08;2.09;false;false;Consumer_Services;Learning:Teamwork:Communication;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
ExxonMobil;509;Balclutha;29/8/10;3.44;false;true;Finance;Adaptability:Adaptability:Conflict Resolution;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
ExxonMobil;745;Greater Hobart;4/4/06;4.8;true;false;Media;Teamwork:Communication:Leadership;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Facebook;385;Puntarenas;14/5/07;3.38;false;false;Information_Technology;Work Under Pressure:Self-motivation:Decision Making;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
It Smart Group;650;Winnipeg;16/3/11;4.88;true;false;Tourism;Adaptability:Self-motivation:Adaptability;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Apple Inc.;143;Onoz;2/3/12;0.51;true;false;Consumer_Services;Work Under Pressure:Communication:Communication;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Zepter;922;Santander;7/1/20;0.57;false;false;Finance;Adaptability:Conflict Resolution:Teamwork;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Danone;485;Salamanca;16/2/10;1.57;false;false;Media;Adaptability:Adaptability:Leadership;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Global Print;782;Redcliffe;21/10/04;1.52;true;false;Information_Technology;Communication:Decision Making:Teamwork;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Demaco;586;Placanica;27/10/19;2.02;false;false;Tourism;Time Management:Leadership:Time Management;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Carrefour;221;San Vicente;24/3/11;0.4;false;false;Consumer_Services;Teamwork:Adaptability:Communication;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Carrefour;804;Dublin;1/5/17;2.33;false;true;Finance;Work Under Pressure:Learning:Leadership;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Areon Impex;738;Arica;24/4/22;1.71;true;true;Media;Learning:Adaptability:Learning;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Facebook;943;Limoges;28/9/13;3.46;false;true;Information_Technology;Communication:Self-motivation:Teamwork;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Amazon.com;798;Tocopilla;7/1/20;1.39;false;true;Tourism;Learning:Work Under Pressure:Teamwork;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Biolife Grup;684;El Tabo;16/11/17;0.28;true;true;Consumer_Services;Adaptability:Learning:Conflict Resolution;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Erickson;741;Geneva;17/3/22;4.48;false;false;Finance;Self-motivation:Adaptability:Work Under Pressure;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
CarMax;279;London;8/8/08;2.81;false;false;Media;Decision Making:Time Management:Work Under Pressure;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Carrefour;614;Alphen aan den Rijn;7/1/18;3.86;true;true;Information_Technology;Leadership:Learning:Teamwork;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Facebook;432;Vienna;15/2/17;1.47;false;true;Tourism;Learning:Time Management:Conflict Resolution;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
21st Century Fox;154;Weiz;24/2/09;3.73;true;false;Consumer_Services;Conflict Resolution:Leadership:Leadership;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
AECOM;840;Geneva;21/7/12;4.61;false;false;Finance;Communication:Teamwork:Decision Making;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
ENEL;201;Kingston-on-Thames;7/9/13;1.19;false;false;Media;Adaptability:Learning:Communication;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Carrefour;267;Geneva;26/11/10;1.45;true;false;Information_Technology;Teamwork:Self-motivation:Communication;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Amazon.com;715;Los Muermos;28/12/07;4.61;true;false;Tourism;Leadership:Conflict Resolution:Adaptability;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
DynCorp;781;Limoges;22/11/16;0.41;false;false;Consumer_Services;Adaptability:Time Management:Learning;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Vodafone;428;Höchst;2/9/04;0.42;false;false;Finance;Leadership:Learning:Learning;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
BuzzFeed;695;Gifhorn;23/5/11;2.18;true;true;Information_Technology;Communication:Leadership:Leadership;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
ExxonMobil;931;Guaitecas;7/10/09;3.96;true;true;Tourism;Teamwork:Decision Making:Communication;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Demaco;398;Machynlleth;18/12/07;4.44;true;true;Consumer_Services;Self-motivation:Time Management:Adaptability;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Comcast;519;Rio Marina;23/1/21;4.93;false;true;Finance;Learning:Teamwork:Communication;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Boeing;797;Oosterhout;8/5/06;0.07;false;false;Media;Self-motivation:Conflict Resolution:Decision Making;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Global Print;378;Oxford;4/7/17;3.29;false;false;Information_Technology;Time Management:Teamwork:Work Under Pressure;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Telekom;275;Recife;11/7/11;0.36;true;true;Tourism;Decision Making:Teamwork:Adaptability;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
AECOM;111;Rome;16/12/08;1.61;true;false;Consumer_Services;Learning:Conflict Resolution:Decision Making;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
It Smart Group;674;Belfast;16/7/10;2.04;false;false;Finance;Self-motivation:Learning:Adaptability;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Comodo;854;Putignano;28/3/06;0.88;true;false;Media;Time Management:Adaptability:Decision Making;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Boeing;307;Erlangen;23/11/05;0.51;true;false;Information_Technology;Conflict Resolution:Adaptability:Decision Making;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
ExxonMobil;874;Brive-la-Gaillarde;18/2/08;4.15;true;true;Tourism;Decision Making:Communication:Teamwork;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Carrefour;299;Tirrases;30/5/11;2.21;true;false;Consumer_Services;Adaptability:Decision Making:Decision Making;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Amazon.com;878;Ulloa (Barrial];3/8/20;2.96;false;true;Finance;Leadership:Self-motivation:Decision Making;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
21st Century Fox;628;San Pablo;1/5/19;1.08;false;true;Media;Communication:Time Management:Conflict Resolution;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Biolife Grup;953;Spijkenisse;28/3/09;3.61;false;true;Information_Technology;Teamwork:Self-motivation:Teamwork;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Coca-Cola Company;50;Gaasbeek;25/2/22;4.48;false;true;Tourism;Conflict Resolution:Learning:Work Under Pressure;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Leadertech Consulting;994;North Battleford;23/9/13;0.9;false;true;Consumer_Services;Decision Making:Conflict Resolution:Communication;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Erickson;459;Oxford;2/1/23;0.64;false;false;Finance;Leadership:Adaptability:Self-motivation;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
AECOM;931;Fuenlabrada;7/2/23;0.61;true;false;Media;Conflict Resolution:Decision Making:Learning;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Amazon.com;644;Oxford;15/12/17;3.04;false;true;Information_Technology;Learning:Time Management:Conflict Resolution;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
BuzzFeed;303;Liaoning;4/6/22;2.14;true;true;Tourism;Self-motivation:Self-motivation:Work Under Pressure;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Global Print;283;California;31/5/05;0.17;true;true;Consumer_Services;Teamwork:Leadership:Communication;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Mars;689;Bremerhaven;28/4/17;4.75;false;false;Finance;Self-motivation:Time Management:Decision Making;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Team Guard SRL;614;Milnathort;23/5/20;0.08;false;false;Media;Communication:Communication:Decision Making;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
ENEL;442;Santa Juana;30/12/09;2.02;false;true;Information_Technology;Self-motivation:Teamwork:Teamwork;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Areon Impex;367;Pachuca;24/1/18;4.19;true;true;Tourism;Work Under Pressure:Self-motivation:Time Management;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Telekom;771;Waterbury;5/8/09;1.42;true;false;Consumer_Services;Adaptability:Leadership:Time Management;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Mars;877;Tumba;3/12/17;4.17;true;false;Finance;Conflict Resolution:Learning:Decision Making;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
It Smart Group;140;California;5/9/16;3.63;false;true;Media;Adaptability:Learning:Learning;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
BuzzFeed;352;Hamburg;10/12/15;3.65;true;false;Information_Technology;Decision Making:Communication:Adaptability;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Global Print;585;Landeck;22/7/06;0.52;false;false;Tourism;Learning:Work Under Pressure:Time Management;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
It Smart Group;655;Canberra;12/8/07;3.45;true;false;Consumer_Services;Work Under Pressure:Time Management:Leadership;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Danone;844;Taupo;20/8/12;1.83;true;false;Finance;Time Management:Adaptability:Decision Making;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
ExxonMobil;574;Canberra;25/1/13;0.91;false;true;Media;Conflict Resolution:Leadership:Self-motivation;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Zepter;840;Leoben;18/11/12;0.88;true;false;Information_Technology;Communication:Adaptability:Communication;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Facebook;338;Timon;12/10/07;0.7;false;true;Tourism;Teamwork:Conflict Resolution:Leadership;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Comcast;657;California;28/11/14;0.01;true;true;Consumer_Services;Self-motivation:Work Under Pressure:Work Under Pressure;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
AECOM;271;Motala;24/7/12;2.84;false;false;Finance;Self-motivation:Leadership:Conflict Resolution;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Global Print;441;California;8/10/15;4.66;false;true;Media;Work Under Pressure:Work Under Pressure:Communication;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
ExxonMobil;909;Oaxaca;1/3/20;2.53;true;false;Information_Technology;Decision Making:Work Under Pressure:Work Under Pressure;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
ExxonMobil;675;Whitehorse;19/12/20;0.97;false;true;Tourism;Leadership:Adaptability:Communication;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Boeing;222;Alness;18/6/20;4.28;true;true;Consumer_Services;Decision Making:Adaptability:Decision Making;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Telekom;700;Ternat;10/8/14;1.65;false;false;Finance;Conflict Resolution:Conflict Resolution:Leadership;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Danone;785;Vlimmeren;7/6/22;0.4;false;true;Media;Time Management:Leadership:Decision Making;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Zepter;761;California;19/9/20;4.22;true;true;Information_Technology;Learning:Decision Making:Teamwork;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Zepter;980;New York;5/6/12;2.61;false;false;Tourism;Learning:Communication:Leadership;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
CarMax;628;Chicago;18/9/10;3.4;false;true;Consumer_Services;Adaptability:Leadership:Self-motivation;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
ENEL;391;Korbach;19/1/11;2.9;false;false;Finance;Leadership:Work Under Pressure:Self-motivation;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Biolife Grup;991;Auckland;6/8/20;1.95;false;true;Media;Leadership:Time Management:Time Management;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Vodafone;642;California;14/7/09;3.07;true;true;Information_Technology;Leadership:Teamwork:Teamwork;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Coca-Cola Company;710;Guizhou;22/11/06;3.57;false;true;Tourism;Work Under Pressure:Learning:Learning;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Team Guard SRL;673;Chicago;12/1/21;3.53;true;true;Consumer_Services;Self-motivation:Decision Making:Adaptability;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Amazon.com;1000;Épernay;23/12/12;3.52;false;false;Finance;Learning:Work Under Pressure:Adaptability;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Leadertech Consulting;803;Cartago;18/5/22;4.03;true;true;Media;Work Under Pressure:Learning:Adaptability;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
CarMax;140;Orange;11/10/19;1.25;true;false;Information_Technology;Teamwork:Time Management:Time Management;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
CarMax;607;Dole;9/2/13;3.02;false;true;Tourism;Decision Making:Learning:Time Management;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
21st Century Fox;495;Itapipoca;11/1/09;1.32;false;true;Consumer_Services;Conflict Resolution:Conflict Resolution:Decision Making;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Telekom;619;Heredia;13/12/19;2.19;false;true;Finance;Leadership:Decision Making:Conflict Resolution;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Facebook;434;Freiburg;20/9/20;0.3;true;false;Media;Learning:Adaptability:Learning;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Coca-Cola Company;376;Dunedin;2/5/09;1.45;false;true;Information_Technology;Work Under Pressure:Communication:Communication;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Mars;581;Saint John;15/5/20;0.08;false;true;Tourism;Time Management:Self-motivation:Conflict Resolution;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Apple Inc.;848;Albury;14/10/20;0.97;true;false;Consumer_Services;Learning:Teamwork:Work Under Pressure;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Demaco;525;Louvain-la-Neuve;29/4/08;2.9;false;true;Finance;Leadership:Conflict Resolution:Teamwork;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
It Smart Group;919;Zaragoza;10/5/08;3.21;true;false;Media;Teamwork:Teamwork:Self-motivation;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Facebook;599;Darwin;12/5/04;1.35;true;false;Information_Technology;Leadership:Leadership:Teamwork;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Comcast;60;Cassano Spinola;15/6/04;2.65;false;false;Tourism;Self-motivation:Learning:Leadership;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Leadertech Consulting;718;Jiangxi;18/4/18;3.48;true;true;Consumer_Services;Work Under Pressure:Conflict Resolution:Self-motivation;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
It Smart Group;98;Puntarenas;9/12/14;3.64;false;true;Finance;Adaptability:Decision Making:Communication;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Team Guard SRL;146;San Giovanni in Galdo;25/6/18;3.85;true;true;Media;Decision Making:Time Management:Work Under Pressure;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Comodo;981;Abingdon;20/1/17;1.62;false;true;Information_Technology;Self-motivation:Learning:Decision Making;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Leadertech Consulting;599;Avesta;13/1/12;4.82;false;true;Tourism;Work Under Pressure:Decision Making:Decision Making;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Comodo;164;Lauro de Freitas;20/2/10;4.02;false;false;Consumer_Services;Conflict Resolution:Leadership:Time Management;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Carrefour;769;Berlin;10/12/09;3.27;true;false;Finance;Communication:Conflict Resolution:Work Under Pressure;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
21st Century Fox;350;Baracaldo;7/4/04;4.14;false;false;Media;Work Under Pressure:Learning:Self-motivation;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Boeing;455;Futrono;2/12/14;0.71;false;false;Information_Technology;Time Management:Time Management:Conflict Resolution;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Telekom;231;Independencia;2/1/14;3.99;true;false;Tourism;Teamwork:Adaptability:Learning;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Demaco;494;Ningxia;13/12/04;1.62;true;false;Consumer_Services;Time Management:Conflict Resolution:Work Under Pressure;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
It Smart Group;274;Chicago;27/7/20;0.13;false;true;Finance;Adaptability:Teamwork:Conflict Resolution;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Mars;304;Falerone;28/9/20;4.25;false;false;Media;Work Under Pressure:Time Management:Adaptability;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Leadertech Consulting;324;Avesta;1/1/23;0.97;false;false;Information_Technology;Communication:Work Under Pressure:Leadership;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Biolife Grup;413;Elx;28/7/19;0.53;true;true;Tourism;Adaptability:Conflict Resolution:Communication;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
DynCorp;252;Oamaru;3/4/22;4.23;false;false;Consumer_Services;Decision Making:Adaptability:Self-motivation;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Erickson;764;Mariquina;23/6/15;4.48;true;false;Finance;Adaptability:Decision Making:Teamwork;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
DynCorp;155;Chicago;13/12/06;1.48;true;true;Media;Leadership:Learning:Self-motivation;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Biolife Grup;544;Pau;8/3/13;0.5;false;false;Information_Technology;Learning:Adaptability:Decision Making;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Mars;198;Teruel;14/7/19;2.69;false;false;Tourism;Teamwork:Learning:Conflict Resolution;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Carrefour;135;Jerez de la Frontera;17/3/12;2.88;false;false;Consumer_Services;Conflict Resolution:Decision Making:Conflict Resolution;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
UPC;453;Moncton;20/12/04;3.07;false;false;Finance;Self-motivation:Work Under Pressure:Conflict Resolution;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
Facebook;597;Cork;8/4/21;3.45;false;false;Media;Conflict Resolution:Time Management:Decision Making;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Leadertech Consulting;652;Borgomasino;12/10/10;2.77;false;true;Information_Technology;Time Management:Work Under Pressure:Decision Making;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Areon Impex;766;Offenburg;19/2/17;1.75;true;false;Tourism;Conflict Resolution:Teamwork:Work Under Pressure;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Comodo;52;San Pablo;10/6/05;4.22;true;false;Consumer_Services;Conflict Resolution:Time Management:Conflict Resolution;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
AECOM;561;Los Patios;3/6/04;2.11;false;true;Finance;Leadership:Learning:Conflict Resolution;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Carrefour;905;Bremen;13/5/20;3.2;false;true;Media;Leadership:Teamwork:Self-motivation;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Mars;722;Palmerston;25/10/19;2.48;false;false;Information_Technology;Learning:Conflict Resolution:Decision Making;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Amazon.com;620;Chicago;19/3/13;0.13;true;true;Tourism;Learning:Time Management:Teamwork;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Danone;579;Springdale;3/9/05;2.65;false;true;Consumer_Services;Learning:Work Under Pressure:Decision Making;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
21st Century Fox;106;Hallein;19/5/22;4.52;true;false;Finance;Decision Making:Conflict Resolution:Communication;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
ExxonMobil;590;Waiheke Island;20/8/14;1.12;false;false;Information_Technology;Self-motivation:Decision Making:Time Management;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Telekom;537;General Lagos;6/8/16;4.66;true;true;Tourism;Time Management:Work Under Pressure:Communication;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
AECOM;592;San Rafael Abajo;3/9/06;0.95;false;true;Consumer_Services;Leadership:Learning:Self-motivation;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Telekom;423;New York;31/12/08;1.29;false;true;Finance;Self-motivation:Decision Making:Learning;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Mars;353;Paglieta;7/6/10;2.52;true;true;Media;Time Management:Conflict Resolution:Learning;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Comcast;540;Levin;13/8/16;4.07;true;true;Information_Technology;Time Management:Time Management:Teamwork;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Facebook;251;Watson Lake;21/7/11;0.29;true;false;Tourism;Teamwork:Self-motivation:Self-motivation;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Demaco;507;Stamford;1/2/09;2.38;true;true;Consumer_Services;Adaptability:Communication:Learning;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
CarMax;755;Mersin;16/8/22;1.33;false;false;Finance;Leadership:Decision Making:Teamwork;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
ExxonMobil;703;Cedar Rapids;19/9/04;1.24;true;false;Media;Decision Making:Self-motivation:Teamwork;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
